Symbol,Weight
CVX,0.09770376254954426
IBM,0.19435306099079314
JNJ,0.11325885445528398
MRK,0.04511268958241676
NKE,0.18381375950187034
TRV,0.0734458193089671
UTX,0.25967079952814043
VZ,0.03264125408298404
